0,1,2,3,4,5
4,2065214189,Sun Jun 07 08:08:15 PDT 2009,NO_QUERY,Meyer_Photo,"@chadfranz I'm in!  Any night this week except for Tuesday.  Deb's in Florida all week, she'll have to join us next time. "
4,2072226402,Sun Jun 07 20:37:35 PDT 2009,NO_QUERY,mayhemstudios,@JoLoPe thanks I will check out the Twitter and self promotion survey results   http://worldofperspective.com
4,1687434279,Sun May 03 08:41:16 PDT 2009,NO_QUERY,lin_made_scotty,No sleep 26 hours. Two huge lawns to mow. And homework. Lots. But that chick was a cool kid  hit me up tonight if i make it past six...
4,2060276807,Sat Jun 06 18:36:02 PDT 2009,NO_QUERY,DebBennett555,@AnimalPlanet I love Its me or the dog ..great show 
4,1965219412,Fri May 29 15:32:11 PDT 2009,NO_QUERY,euthiago,ï¿½ ilson Wilson! boa noite pros q ficam!  fuiz Ruiz! (kkkkkkkkkk #nonsense) []'s
4,1553801538,Sat Apr 18 15:15:01 PDT 2009,NO_QUERY,Hailee3,I love cute shorts. 
4,1979017312,Sun May 31 01:18:18 PDT 2009,NO_QUERY,IamGlick,@natluvscupcakes Why so happy for sunday! 
4,1833636304,Sun May 17 23:56:28 PDT 2009,NO_QUERY,icarusforde,@scraparcs bring it on. I'll demote you on Staff group! 
4,1753518490,Sun May 10 02:02:36 PDT 2009,NO_QUERY,PlanFan,@Huntley22 haha fucking hell i know ay. shit son he's just making trouble. we could take him. 
4,2050323228,Fri Jun 05 18:27:57 PDT 2009,NO_QUERY,peppa13,@selenagomez  Omg Selena! You rock and totally inspire me  Keep living your dream and keep your head held high!
4,1880822665,Fri May 22 02:37:47 PDT 2009,NO_QUERY,hoda7,- @nibaq Thanks for letting me know. I'm going to check out Eureka later with this knowledge 
4,1982083209,Sun May 31 10:29:39 PDT 2009,NO_QUERY,arobinsonuk,@Katie_Cakes Katiepotatie can I borrow your Desktop Anywhere login to order a macbook pro with HE discount? 
4,1833585533,Sun May 17 23:46:05 PDT 2009,NO_QUERY,lovessunflowers,"@kreativlink Good morning, and welcome back "
4,1957252548,Thu May 28 23:57:31 PDT 2009,NO_QUERY,ZorkFox,"Heh. Looked at http://myhandle.com/ per @stephenfry and... as usual, it slams to a halt.  It's going to be a verb soon, like slashdotted."
4,2001141675,Mon Jun 01 23:58:04 PDT 2009,NO_QUERY,noyolaface,I LOVE THE MOVIE TAKEN ITS SO KICK ASPIRIN LITERALLY.  XD =] 
4,1972561101,Sat May 30 09:27:24 PDT 2009,NO_QUERY,shawty_rock,Cleaning my house...if you want yours cleaned too just call me 
4,1972227730,Sat May 30 08:49:25 PDT 2009,NO_QUERY,IzzySc,"@sofdlovesbsb aw yeah, thats cute "
4,1753694445,Sun May 10 02:57:16 PDT 2009,NO_QUERY,StarBreatherLuv,"Good night all... Just set this twitter thing up. I'm very new at this, but I expect it to come in handy. "
4,2061892760,Sat Jun 06 21:51:11 PDT 2009,NO_QUERY,kellyzabel,"had a really emotional day at the Krzmarzick wedding!  Lots of laughing, lots of crying-- both great "
4,1982181747,Sun May 31 10:41:31 PDT 2009,NO_QUERY,AgingBackwards,@BiggestLoserMat My ex-husband did Hawaii Ironman - make sure you stay hydrated!! He's a doctor &amp; even he &quot;messed&quot; up first time 
4,2069549069,Sun Jun 07 16:04:53 PDT 2009,NO_QUERY,earthxplorer,"@ShellyKramer yep, thats my little girl  they are precious when asleep."
4,1977282588,Sat May 30 20:34:56 PDT 2009,NO_QUERY,PeaceLovePalin,"Today was a great day  Rather Exhausting. In bed, good night!"
4,1881373601,Fri May 22 04:28:27 PDT 2009,NO_QUERY,Sweena,@chcoz @ labete Are you guys coming to Fight Camp? 
4,1989767333,Mon Jun 01 02:44:20 PDT 2009,NO_QUERY,ShortStack_24,@Gevyjonas Haha thnk u recon its crap :s Haha kates sorry boutt getting tom pissed at u i think...? LOL but toms a kool kiddo 
4,1679107988,Sat May 02 08:33:13 PDT 2009,NO_QUERY,LalaaMRCLover,once upon a dream - emily osment  what a cute song!
4,2014702932,Wed Jun 03 02:24:20 PDT 2009,NO_QUERY,iEhab,@khaled hahaha ... WOW too hot !! i wont handle *Egyptian Nationality 
4,2066082928,Sun Jun 07 09:51:21 PDT 2009,NO_QUERY,HiSkolerNextGen,Just got back from church. Praise Jesus! Haha i think ill go 2 the mall 4 a bit. 
4,1986448465,Sun May 31 18:50:57 PDT 2009,NO_QUERY,StewartMoore,@NathanBallentin doesn't eat cheese on his burgers??? That may be un-American 
4,1994251316,Mon Jun 01 11:38:54 PDT 2009,NO_QUERY,Justify_MyselF,@RinnaTheCat 555 à¸à¸²à¸à¸­à¸·à¹à¸à¸­à¸²à¸à¸à¸°à¸à¸­à¸à¸³à¹à¸à¹à¸à¹à¸à¸µà¸¢à¸à¹à¸à¹ à¹?à¸à¹à¸à¸²à¸à¸à¸µà¹à¸ªà¸à¸ªà¸±à¸¢à¸à¹à¸­à¸à¸à¸±à¸à¸à¸¹à¸«à¸¸à¹à¸¡à¸ªà¹à¸à¸ªà¸à¸²à¸à¹à¸à¸µà¸¢à¸§ 
4,2054336194,Sat Jun 06 07:07:31 PDT 2009,NO_QUERY,mutedecoy,@Sianz And Sergio Tacchini  T-shirts 
4,2185012966,Mon Jun 15 16:45:15 PDT 2009,NO_QUERY,tweeteradder3,@jokirk1 Get 100 followers a day using www.tweeterfollow.com Once you add everyone you are on the train or pay vip 
4,1675756256,Fri May 01 20:15:27 PDT 2009,NO_QUERY,jennahmonet,im gonna take a nice hot shower now...and sing uber loud until someone tells me to shut up 
4,2032693734,Thu Jun 04 11:37:51 PDT 2009,NO_QUERY,Sleos15,Had graduation rehersal today..tomorrow should be good 
4,2180930999,Mon Jun 15 11:08:09 PDT 2009,NO_QUERY,miamstem,@mijomuffins do you have the link to any other pictures from SK? and that isa GREAT shot of him 
4,2049027089,Fri Jun 05 16:10:15 PDT 2009,NO_QUERY,EmilyLynneClare,"Oh, sorry fashion friends...you are too fabulous not to be mentioned in a #ff  @DavidReinke @InsideDVF @Karl_Lagerfeld"
4,1882028808,Fri May 22 06:05:10 PDT 2009,NO_QUERY,mads_x3,http://twitpic.com/5osyz - me and matthew 
4,2067089203,Sun Jun 07 11:43:38 PDT 2009,NO_QUERY,glaciermist06,@shakeene it managed to hit 54! 
4,2186527110,Mon Jun 15 18:58:08 PDT 2009,NO_QUERY,thetalltree,The Proposal was a really cute movie! Ryan Reynalds is quite sexy 
4,2048179591,Fri Jun 05 14:47:13 PDT 2009,NO_QUERY,florianooke,"@TheEllenShow I think interviewing Kaley Cuoco again would be nice, now she's nominated for an Emmy "
4,2003179826,Tue Jun 02 06:02:24 PDT 2009,NO_QUERY,TPDaniel,@DougSD Cool. Have fun at the park! 
4,2055429168,Sat Jun 06 09:17:59 PDT 2009,NO_QUERY,Custardcuppcake,@TheRealNobody Freaky fresh 
4,1834558770,Mon May 18 03:23:38 PDT 2009,NO_QUERY,Sarilec,"@SanderVanDoorn can`t wait to Sunrise Festival in Poland this summer, we all are excited here about your set!get back to health "
4,1793634285,Thu May 14 03:26:33 PDT 2009,NO_QUERY,CandyWWGM,@PhitZone LOL! 20mins eh? Whoa! I am envious haha! You guys laugh now but down the road we'll get you back. Enjoy your health info btw 
4,1796174179,Thu May 14 09:00:14 PDT 2009,NO_QUERY,Thatsumbs,Woot! Its thursday... Weekend is almost here...learned to retrain my inner voice... 
4,1679913427,Sat May 02 10:28:21 PDT 2009,NO_QUERY,karinwinters,"@rotjong time flies when your listening to #twitteradio, of is #twitterradio time short "
4,1883642270,Fri May 22 08:52:40 PDT 2009,NO_QUERY,kirstenlea,And i have text messaging back 
4,1999512818,Mon Jun 01 20:20:56 PDT 2009,NO_QUERY,carleen4689,Brian just made me an awesome krabby patty 
4,1985506059,Sun May 31 17:14:03 PDT 2009,NO_QUERY,labebita86,@NyceBilly heeeyyy sexxyyy!!! love tha pic 
4,1996311751,Mon Jun 01 14:52:31 PDT 2009,NO_QUERY,JiMpiSh,@girlwithnoname I am doing well.  Just gettin my backyard pool &amp; hottub in shape today. Our @GBTweetUp is this weekend. Fun abounds!
4,1990565546,Mon Jun 01 05:12:05 PDT 2009,NO_QUERY,PYNTK,@BlackTennisPros There are many surprises this year at the French Open. Some are pretty shocking. 
4,1559842779,Sun Apr 19 12:11:18 PDT 2009,NO_QUERY,Pauluz,@AZ_Alkmaar No commnts needed    - [Re:] http://mobypicture.com/?8xwyqb
4,1986742978,Sun May 31 19:15:21 PDT 2009,NO_QUERY,llShesADoLLll,Good night tweets long 24 hrs with my babe. Literally. Love is him and me.  work tomorrow.. My body aches 
4,2186410088,Mon Jun 15 18:47:59 PDT 2009,NO_QUERY,RoiuhlteeMinaj,http://twitpic.com/7ihy4 - old pic; but its still a kiss  @Songzyuuup
4,2061264032,Sat Jun 06 20:30:34 PDT 2009,NO_QUERY,what_bugs_u,@maggiephilbin why limit your story to 140 ch. Tell all what is annoying you at www.iamsoannoyed.com 
4,1833589074,Sun May 17 23:46:47 PDT 2009,NO_QUERY,krissy90220,@sarah29457 ELF has the slowest shipping..I hate waiting lol. They carry ELF at Food4Less in Cali 
4,2176103407,Mon Jun 15 02:55:36 PDT 2009,NO_QUERY,alvinmsss,Great News we have moved from Lge2 to Lge1 on BBC site  http://npprs.tk
4,1932622530,Tue May 26 21:51:09 PDT 2009,NO_QUERY,jhende02,@DwightHoward We definitely RESPECT you up in Chicago!!!! Keep up the good work!  
4,1967829449,Fri May 29 20:17:05 PDT 2009,NO_QUERY,chengsophia,@sanazj Thanks! 
4,2065281873,Sun Jun 07 08:16:20 PDT 2009,NO_QUERY,glamorousamanda,Good morning my Tweepies. It's a great morning. I slept until 11 am w/o waking up w/ pain. Lazy lazy Sunday. It feels great to sleep in. 
4,2174565947,Sun Jun 14 22:49:27 PDT 2009,NO_QUERY,treske71,Sorry...Mexican TRAIN shouldn't have lasted that long-and I didn't even come close. Dang family fun nites 
4,1694053854,Mon May 04 00:52:44 PDT 2009,NO_QUERY,Lia_arch_angel,"i'm gonna eat some chips??!! anybody, want some??? hahaha! "
4,2068219615,Sun Jun 07 13:42:19 PDT 2009,NO_QUERY,kennedypeytonxo,me and ellie won our doubles!  singles quarterfinals tomorrow morning! doubles semifinals tomorrow evening!
4,1979254855,Sun May 31 02:15:57 PDT 2009,NO_QUERY,okkaba2000,"@sarahceralvo lurk for charice, great singer and shes filipina, if u havent heard about her yet "
4,1976670657,Sat May 30 18:43:53 PDT 2009,NO_QUERY,marymidgetmack,"My thug ass BFF w her Rihanna looking bruise on her face from last night, lalala in @BaBzBeZe's car  http://mypict.me/290k"
4,1970294592,Sat May 30 03:15:52 PDT 2009,NO_QUERY,yorlenysolera,guys vote for @mileycyrus now for mtv movie plz 
4,2000382895,Mon Jun 01 21:59:57 PDT 2009,NO_QUERY,Hell_With_An_ER,"AWWWW!!!!! Jeremy! You're so sweet buddy  And don't worry, you'll never loose me to someone else "
4,2057080522,Sat Jun 06 12:20:05 PDT 2009,NO_QUERY,gigglesalot,@sandipantz lucky lucky woman! so excited for you finally meeting your guys! details later  muah!
4,2057244319,Sat Jun 06 12:38:28 PDT 2009,NO_QUERY,ries1973,"@Glendsky wtf?!?! I am getting too old for this, I think "
4,1685282974,Sat May 02 23:44:57 PDT 2009,NO_QUERY,jrmozart,@Airrun come over; I'll take u dancing 
4,2002284240,Tue Jun 02 03:45:09 PDT 2009,NO_QUERY,elailabsyou,I never thought that I`ll be liking instrumental songs too much. 
4,1978288140,Sat May 30 22:55:53 PDT 2009,NO_QUERY,JaymesTerence,Okay the low budget movie is over...headed to bed now have church in the am...goodnite all 
4,1563699469,Sun Apr 19 23:52:59 PDT 2009,NO_QUERY,xllbabycllx,Just hung up  time to sleep now? Well... a little later won't hurt.
4,1989437498,Mon Jun 01 01:32:17 PDT 2009,NO_QUERY,imanwilliams,"@KisseyAsplund Really? It's nice and warm here in Atlanta,GA . I want to visit Stockholm. I bet it's nice "
4,2052730767,Sat Jun 06 01:48:10 PDT 2009,NO_QUERY,Owais_Iqbal,@Noufah wowsa :p im so jelous... for me that boring routine wud be vacations... lol.. wanna switch lives for a fortnight ? i wont mind. 
4,1563813639,Mon Apr 20 00:23:10 PDT 2009,NO_QUERY,iamcassiedavis,just finished sound check for tonights performance at the ASTRA'S now heading to back to the dressing room to get glammed up 
4,2190811940,Tue Jun 16 03:47:41 PDT 2009,NO_QUERY,xXxSairxXx,@Wossy congrats on the music award! 
4,1969288759,Fri May 29 23:34:23 PDT 2009,NO_QUERY,jananis,@macadamiathenut : some1s gotta start it 
4,1969492946,Sat May 30 00:12:32 PDT 2009,NO_QUERY,khrystar,says d pa pla co kumakaen ng lunch. BRB.  http://plurk.com/p/x58sy
4,2045272981,Fri Jun 05 10:29:18 PDT 2009,NO_QUERY,lovveeduckies,Squirrel fishing 
4,1932970157,Tue May 26 22:39:44 PDT 2009,NO_QUERY,alexcubla,@lbchaser hey dude hope your doing good  miss ya ....
4,1972331940,Sat May 30 09:01:34 PDT 2009,NO_QUERY,KidLosoLIVE,"Aight twits its time to catch sum more zz! See that's what I love about the weekend, u can wake up &amp; go to sleep whenever "
4,1990155051,Mon Jun 01 04:03:00 PDT 2009,NO_QUERY,YaniTseng,Good morning everyone  Have a great day !!!
4,1881526683,Fri May 22 04:54:14 PDT 2009,NO_QUERY,AceBlack,"@jLillian ha ha yeah, they deff didn't know about twitter  but yu know what?? Yu might be the Best Friend I've ever had ;)"
4,2057475725,Sat Jun 06 13:04:30 PDT 2009,NO_QUERY,Selenia06,"Hello, Twitters!!!, i'm come back!!, jejejeje..., thanks for your twitts, i hope everyone feel good  i'm just here reading you again "
4,1695509863,Mon May 04 06:18:49 PDT 2009,NO_QUERY,daffyddturner,@sorcha69 Thank you. Very kind of you to say that! 
4,2190621215,Tue Jun 16 03:15:20 PDT 2009,NO_QUERY,ryanmathieson,@yoshie40 a god damn super-duper chronic insomniac 
4,1565764196,Mon Apr 20 07:30:12 PDT 2009,NO_QUERY,DianeGilabert,@thebloggermom great job! Replacing processed carbs w. fresh fruits and veggies is the key to sustained wt loss w/o hunger 
4,2192079900,Tue Jun 16 06:28:31 PDT 2009,NO_QUERY,fa_jen2004,Good Morning Dolls!!  xoxoxoxo
4,2066520470,Sun Jun 07 10:40:32 PDT 2009,NO_QUERY,sagarun,"@sagarun is a fan of transmission , and a new version 1.70 is out  #Transmission"
4,1835298973,Mon May 18 05:39:42 PDT 2009,NO_QUERY,AHDirector,Last historic Hubble space walk beginning now! The most glorious images imagineable. Happy!  Track @NASA tweets! #STS125 nasa.gov
4,1932860033,Tue May 26 22:23:25 PDT 2009,NO_QUERY,mystatus_update,"Before Chaubran had dreamt this dream Nina, Richard already had dreamt it ï¿½  ï¿½"
4,1970466605,Sat May 30 03:59:12 PDT 2009,NO_QUERY,KirseeR,@NicCarrick *thirds* Claire :p you are too beautiful for that  12 days to go ;) ~*K*~
4,1556626633,Sat Apr 18 23:37:16 PDT 2009,NO_QUERY,rahuljrark,@ryanpthompson @rmulle you are welcome 
4,2011503921,Tue Jun 02 19:07:23 PDT 2009,NO_QUERY,Lovellama,@sheetzam Talked to him again and he was ZOMG economy no money.  Sigh.  Ah well...  Ps can he read these?  
4,1970094084,Sat May 30 02:25:47 PDT 2009,NO_QUERY,sarah_trotter,"went to watch rup today, pfft district league is pathetic "
4,1753887200,Sun May 10 03:58:09 PDT 2009,NO_QUERY,robyoungrob,Man i hate church. Has to be done though. I like the way it makes other people feel good 
4,2003129413,Tue Jun 02 05:56:22 PDT 2009,NO_QUERY,geechee_girl,@srdill  you'll love it - it helps
4,2193222061,Tue Jun 16 08:09:46 PDT 2009,NO_QUERY,ColleenCoplick,@Sugarwilla 'sok. i've got a work around.  buying flight today.
4,2013243011,Tue Jun 02 22:13:24 PDT 2009,NO_QUERY,razzmatazz459,@tommcfly i'm trying to change it 
4,1995593448,Mon Jun 01 13:44:24 PDT 2009,NO_QUERY,ajafair,"@RyanSeacrest Yay! Adam and Kris, is there any chance you guys would collaborate on a project together in the future? "
4,1968100233,Fri May 29 20:45:35 PDT 2009,NO_QUERY,lexxisahandfull,@Eighty4TheBoss hey precious  !
4,2045707507,Fri Jun 05 11:07:07 PDT 2009,NO_QUERY,ReidPowell,Finally back online after almost a week on the road and in PA. Great trip; more updates to come 
4,2015450199,Wed Jun 03 04:41:47 PDT 2009,NO_QUERY,Esticadinha,trying to work this thing out 
4,1969682196,Sat May 30 00:51:06 PDT 2009,NO_QUERY,Scholtzzz,@bbhamby we always have a good time 
4,2068762697,Sun Jun 07 14:39:15 PDT 2009,NO_QUERY,confusedkate,"mmm, maybe time for a nap? lovin lazy days "
4,2001373339,Tue Jun 02 00:40:25 PDT 2009,NO_QUERY,roukedejong,"At work again, such a shame with this weather... "
4,2072189784,Sun Jun 07 20:33:37 PDT 2009,NO_QUERY,KathrynHallPR,"OK, nevermind. It was Ed Westwick on Young Hollywood. I ought to have googled. Sorry.  So did I miss Ed Westwick on Young Hollywood???"
4,1983674601,Sun May 31 13:36:46 PDT 2009,NO_QUERY,tdeee,@mariahjb yep it is the real me.. i love my fans! you guys are too sweet.. i really do love you all.. fans complete me 
4,2002245274,Tue Jun 02 03:37:30 PDT 2009,NO_QUERY,pulseproject,@RichardWiseman Thank you. Just in the right time to take on holiday. should i put a picture of it on a vision board and stare at it 
4,1993395798,Mon Jun 01 10:18:31 PDT 2009,NO_QUERY,LIZandRA97,Thiking how fun attending the LAKER PARADE will be  GO LAKERS!!!
4,2060084790,Sat Jun 06 18:13:38 PDT 2009,NO_QUERY,Frassington,@lilaznangel16 congrats on their silver anniversary!! 
4,1983032446,Sun May 31 12:22:23 PDT 2009,NO_QUERY,JerushaV,Who else loves/loved the cartoon 'Arthur'? I mean I still watch it! 
4,1880295213,Fri May 22 00:44:33 PDT 2009,NO_QUERY,KevinEdwardsJr,@KimishaB  if you like 2 laugh..have a good time..follow me..its just that simple 
4,2049440862,Fri Jun 05 16:53:09 PDT 2009,NO_QUERY,xhicasey,@bfrankahf oh brian what would I do without you? 
4,2058999977,Sat Jun 06 16:02:55 PDT 2009,NO_QUERY,sense_less,Dublin is amazing!!! Such a dope place. London tom. I'm even more xcited  shut eye time
4,1687152565,Sun May 03 07:55:11 PDT 2009,NO_QUERY,ipricillia,needs tons of luck for tomorrow 
4,1979821678,Sun May 31 04:38:35 PDT 2009,NO_QUERY,Priincess_C,My Laptop Got Fixed Yesterday  Yaay
4,2056895892,Sat Jun 06 11:59:54 PDT 2009,NO_QUERY,bella1608,@xBianC4x i like theem too 
4,2064838820,Sun Jun 07 07:17:39 PDT 2009,NO_QUERY,emerrrald,"@willyr: wow naman...do you still want catering on Wednesday night?  Also, try this http://www.empireonline.com/crypticcanvas/"
4,1468251718,Tue Apr 07 00:33:10 PDT 2009,NO_QUERY,catenacci,"Believe it or not, I actually did it... "
4,2178190100,Mon Jun 15 07:19:53 PDT 2009,NO_QUERY,DiaZerva,@Jeromy73 thanks! As Bella gets more exp topping...beware! It was such a fun shoot 
4,2051562761,Fri Jun 05 22:18:25 PDT 2009,NO_QUERY,XxBedusseyxX,Nite twitter world....early morning 2moro! Barrel Race wish us luck!  (btw barrel race is rodeo sport 4 all those city folk who didnt no)
4,1989602951,Mon Jun 01 02:08:24 PDT 2009,NO_QUERY,its_me_Miss_B,@YoungQ sleep during the flight  hope u can get some rest  i just had a shitty night
4,1971545804,Sat May 30 07:21:08 PDT 2009,NO_QUERY,Kdeven,"@Terri_E hahaha, i dunno about that!  I look different than my profile picture...  for example, that is a fake mustache.  "
